ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,icao_code,iata_code,gps_code,local_code,coordinates
US-8400,small_airport,Hennis Airport,3015,NA,US,US-ID,Lereh-Papua Island,,,,,"43.190722, -116.530781"
US-8401,small_airport,Sombrero Peak Ranch Airport,3278,NA,US,US-TX,Mulia-Papua Island,,,,,"29.48559, -103.31123"
US-8402,closed,Vulture Roost Airport,3310,NA,US,US-TX,Oksibil,,,,,"29.56046, -103.4592"
US-8403,closed,Frontier Roadhouse Airport,3428,NA,US,US-TX,Senggeh,,,,,"29.6306, -103.58097"
US-8404,heliport,Texas Department of Public Safety Lubbock Heliport,3245,NA,US,US-TX,Mar,,,9TX2,9TX2,"33.626165, -101.820095"
US-8405,small_airport,R & R Ranch Airport,989,NA,US,US-MI,Mindiptana-Papua Island,,,18MI,18MI,"42.20207, -84.939356"
US-8406,small_airport,Edwards Grass Strip,2616,NA,US,US-KS,Bade,,,2KS3,2KS3,"37.440349, -100.307289"
US-8407,small_airport,Drago Air Airport,797,NA,US,US-IN,Agats,,,30IN,30IN,"40.378214, -86.59406"
US-8408,small_airport,Promise Land Farms Airport,745,NA,US,US-MO,Merauke,,,44MO,44MO,"38.487234, -91.711023"
US-8409,small_airport,Wodohodsky Ranch LLC Airport,921,NA,US,US-MO,Bomakia,,,57MO,57MO,"38.12849, -92.142679"
US-8410,small_airport,Pleasant Hill Airport,412,NA,US,US-AR,Kamur,,,65AR,65AR,"35.798594, -91.408788"
US-8411,heliport,Harbor Country Heliport,657,NA,US,US-MI,Okaba,,,6MI8,6MI8,"41.799728, -86.617558"
US-8412,heliport,MHLC Heliport,986,NA,US,US-WI,Kepi,,,72WI,72WI,"42.658592, -90.131006"
US-8413,small_airport,Colby Airport,1000,NA,US,US-KY,Senggo-Papua Island,,,99KY,99KY,"37.991944, -84.254028"
US-8414,small_airport,Ries Farms Runway,980,NA,US,US-MN,Tanah Merah,,,MY17,MY17,"44.612083, -92.76691"
US-8415,small_airport,Thunderbird Landing Airport,1136,NA,US,US-OK,Melak-Borneo Island,,,OK32,OK32,"35.201262, -97.309021"
US-8416,closed,Jefferson Proving Ground Airport,890,NA,US,US-IN,Tanjung Selor-Borneo Island,,,,,"38.998909, -85.420772"
US-8417,heliport,Lauderdale Community Hospital Heliport,336,NA,US,US-TN,Datadawai-Borneo Island,,,07TN,07TN,"35.744581, -89.553678"
US-8418,heliport,Sharmark Aviation Heliport,951,NA,US,US-KY,Nusantara,,,0KY3,0KY3,"38.679444, -84.664722"
US-8419,small_airport,Thompson Farms Airport,675,NA,US,US-TN,Balikpapan,,,00TN,00TN,"36.120451, -86.359532"
US-8420,heliport,Conley Bottom Resort Helipad,723,NA,US,US-KY,Muara Badak-Borneo Island,,,0KY2,0KY2,"36.954969, -84.825618"
US-8421,small_airport,Hunting Creek Farm Airport,30,NA,US,US-MD,Tarakan,,,4MD5,4MD5,"38.559028, -76.645278"
US-8422,heliport,Axis Heliport,322,NA,US,US-PA,Samarinda,,,4PA9,4PA9,"40.271794, -75.362622"
US-8423,small_airport,Custer Army Airfield,,NA,US,US-KS,Santan-Borneo Island,,,,,"39.23586, -96.936879"
US-8424,small_airport,[Duplicate] Custer Army Airfield,,NA,US,US-KS,Bunju Island,,,,,"39.23586, -96.936879"
US-8425,small_airport,Hayland Airport,1732,NA,US,US-KS,Mangkajang-Borneo Island,,,87KS,87KS,"38.831061, -98.616437"
US-8426,closed,Thielen Airport,1755,NA,US,US-KS,Galela,,,,,"38.853049, -98.566443"
US-8427,small_airport,Rutland Runway,49,NA,US,US-FL,Kuripasai-Celebes Island,,,FD23,FD23,"28.867808, -82.198232"
US-8428,small_airport,Dog Leg Airport,3983,NA,US,US-MT,Pekaulang,,,MT63,MT63,"46.584451, -111.778535"
US-8429,seaplane_base,Pleasant View Seaplane Base,117,NA,US,US-NH,Gorontalo,,,NH66,NH66,"42.919349, -71.063311"
US-8430,small_airport,Sopwith Landing,1090,NA,US,US-OK,"Tabukan Utara, Sangihe Islands",,,OK56,OK56,"35.07625, -97.346634"
US-8431,small_airport,Boneyard Airstrip,220,NA,US,US-TX,Lolak,,,TX14,TX14,"30.270577, -96.162668"
US-8432,closed,McNairy County General Hospital Heliport,469,NA,US,US-TN,Gebe Island,,,,,"35.162724, -88.574175"
US-8433,heliport,Preston Memorial Hospital Heliport.,1756,NA,US,US-WV,Kao,,,,,"39.465129, -79.676335"
US-8434,heliport,Makalei Fire Station Heliport,1862,OC,US,US-HI,Manado,,,,,"19.73311, -155.97763"
US-8435,heliport,Cove Leland Heliport,590,NA,US,US-MI,Karakelong Island,,,11MI,11MI,"45.024694, -85.76115"
US-8436,heliport,SCI Benner Township Heliport,1070,NA,US,US-PA,Balirangen,,,2PS6,2PS6,"40.858319, -77.780667"
US-8437,small_airport,Old Glory Field,796,NA,US,US-IN,Morowali,,,34IN,34IN,"41.031901, -85.031701"
US-8438,heliport,Piedmont Medical Center - Fort Mill Heliport,672,NA,US,US-SC,Miangas,,,51SC,51SC,"35.023615, -80.958729"
US-8439,heliport,Rt36 EMS Heliport,1494,NA,US,US-PA,Wuasa-Celebes Island,,,5PS4,5PS4,"41.542214, -79.506517"
US-8440,heliport,White Hills Heliport,2415,NA,US,US-AZ,Buol,,,AZ42,AZ42,"35.723878, -114.486428"
US-8441,heliport,Halliburton Office Heliport,4908,NA,US,US-CO,Waverney,,,CO09,CO09,"40.042222, -104.808889"
US-8442,heliport,UNM Hospital Critical Care Tower West Helipad,5292,NA,US,US-NM,Batu Licin,,,NM28,NM28,"35.088964, -106.621031"
US-8443,heliport,Franjo Jo Airways Heliport,1226,NA,US,US-NY,"Sekapung, Kotabaru",,,NY58,NY58,"41.825664, -75.099224"
US-8444,small_airport,Placer Airport,1380,NA,US,US-OR,"Mekar Putih, Kotabaru",,,OR48,OR48,"42.627716, -123.321986"
US-8445,small_airport,Flyers Ridge Airport,318,NA,US,US-TX,Pangkalanbuun,,,TA77,TA77,"30.429802, -95.33662"
US-8446,heliport,Primary Children's Lehi Heliport,4527,NA,US,US-UT,Stagen,,,UT99,UT99,"40.413908, -111.897836"
US-8447,small_airport,Michael Skypark Airport,5640,NA,US,US-WY,Tanta-Tabalong,,,WY45,WY45,"41.166669, -104.449479"
US-8448,heliport,Akutan Seaplane Base Heliport,10,NA,US,US-AK,Banjarbaru,,,,,"54.134358, -165.778048"
US-8449,heliport,West Yellowstone Clinic Helipad,6667,NA,US,US-MT,Sampit,,,,,"44.658183, -111.103985"
US-8450,small_airport,Pilot Station Airport,473,NA,US,US-AK,Teluk Kepayang,,PQS,0AK,0AK,"61.96169, -162.941944"
US-8451,closed,Old West Yellowstone Airport,6657,NA,US,US-MT,Buntok,,,,,"44.662029, -111.118469"
US-8452,small_airport,Trinchera Ranch Airstrip,8283,NA,US,US-CO,Tumbang Samba-Borneo Island,,,,CO92,"37.46434, -105.406517"
US-8453,small_airport,Murrow Field on the Divide Airport,7550,NA,US,US-NM,Amahai,,,,NM99,"36.427132, -107.000824"
US-8454,heliport,Jennys Landing Heliport,963,NA,US,US-GA,Bula,,,11GA,11GA,"34.702611, -85.068028"
US-8455,heliport,Aero Products Heliport,6415,NA,US,US-AZ,Bandanaira,,,15AZ,15AZ,"34.254922, -110.000145"
US-8456,small_airport,PK Field,21,NA,US,US-LA,Dobo-Warmar Island,,,24LA,24LA,"30.318111, -90.955651"
US-8457,small_airport,Straeter Restricted Landing Area,522,NA,US,US-IL,Mangole Island,,,26IL,26IL,"38.741085, -89.567892"
US-8458,heliport,Coffin Bono Helicopter Launch Pad,1250,NA,US,US-NY,Langgur,,,72NY,72NY,"43.288075, -74.981611"
US-8459,heliport,RWJ University Hospital Hamilton Heliport,97,NA,US,US-NJ,Namrole,,,76NJ,76NJ,"40.217269, -74.671575"
US-8460,small_airport,Elk Haven Airport,705,NA,US,US-AL,Labuha-Halmahera Island,,,AL61,AL61,"34.828099, -87.215825"
US-8461,heliport,Harbor UCLA Medical Center Interim West Heliport,44,NA,US,US-CA,Saumlaki-Yamdena Island,,,CN10,CN10,"33.828386, -118.297389"
US-8462,heliport,Bradway Pond Heliport,714,NA,US,US-CT,Maikoor Island,,,CT31,CT31,"41.954361, -72.352284"
US-8463,heliport,Orlando Heli-Tours Margaritaville Heliport,130,NA,US,US-FL,Langgur,,,FA14,FA14,"28.345833, -81.608056"
US-8464,small_airport,Bigler Airfield,17,NA,US,US-VA,Namniwel,,,,VG65,"37.493259, -75.900444"
US-8465,small_airport,Ram Ranch Runway,6297,NA,US,US-MT,Kepulauan Larat,,,MT96,MT96,"46.471808, -112.240014"
US-8466,small_airport,Candylands Airport,1320,NA,US,US-MT,Ambon,,,MT84,MT84,"47.793368, -114.306591"
US-8467,heliport,Methodist Westover Hills Heliport,972,NA,US,US-TX,Namlea,,,TA72,TA72,"29.483089, -98.705269"
US-8468,seaplane_base,Dandridge Seaplane Base,962,NA,US,US-TN,Tikong-Taliabu Island,,,TN47,TN47,"36.019608, -83.391573"
US-8469,small_airport,Rattlesnake Ridge Airport,667,NA,US,US-TN,Wahai,,,TN81,TN81,"36.464674, -87.635539"
US-8470,heliport,University Hospitals St John Medical Center Heliport,703,NA,US,US-OH,Maratua,,,OH50,OH50,"41.436399, -81.945387"
US-8471,seaplane_base,Little Sand Seaplane Base,1330,NA,US,US-MN,Binuang,,,22MN,22MN,"47.649583, -94.027732"
US-8472,heliport,Mercy Marion Emergency Department Heliport,861,NA,US,US-IA,Malinau,,,28IA,28IA,"42.03463, -91.57378"
US-8473,small_airport,Kielberg Canyon Airport,3419,NA,US,US-AZ,Tanjung Redeb - Borneo Island,,,30AZ,30AZ,"32.565822, -110.427319"
US-8474,small_airport,Kinman Airport,700,NA,US,US-VA,Long Layu,,,3VG5,3VG5,"37.128762, -79.303173"
US-8475,heliport,Adventhealth Lake Nona Helistop,75,NA,US,US-FL,Long Pujungan,,,3FA4,3FA4,"28.406831, -81.242694"
US-8476,seaplane_base,Oak Seaplane Base,1061,NA,US,US-MN,Long Pipa,,,4MN2,4MN2,"49.314246, -94.874963"
US-8477,small_airport,Rainbow Aviation STOL Airport,861,NA,US,US-MO,Pulau Sapi,,,52MO,52MO,"38.735234, -94.04371"
US-8478,closed,Holker Airport,3885,NA,US,US-MT,Malang,,,,,"46.22107, -111.49423"
US-8479,small_airport,Birddog Field,2190,NA,US,US-KS,Blora,,,5KS3,5KS3,"39.216367, -99.365064"
US-8480,small_airport,Maga Field,4591,NA,US,US-CO,Jember,,,6CO5,6CO5,"40.182222, -104.099167"
US-8481,heliport,Mikes Helipad,920,NA,US,US-MI,Magetan,,,8MI2,8MI2,"42.754226, -84.338282"
US-8482,heliport,Toms Helipad,920,NA,US,US-MI,Yogyakarta,,,MI92,MI92,"42.656745, -84.377156"
US-8483,heliport,Ricks Helipad,620,NA,US,US-MI,Sapeken,,,MI36,MI36,"44.880157, -85.938725"
US-8484,small_airport,Paul's Flying Service Airport,174,NA,US,US-MS,Surakarta,,,MS92,MS92,"34.513914, -90.378677"
US-8485,heliport,Saint Luke's Hospital - Carbon Campus Heliport,598,NA,US,US-PA,Surabaya,,,PA23,PA23,"40.845063, -75.672327"
US-8486,heliport,Thompsontown VFD Heliport,451,NA,US,US-PA,Semarang,,,PS23,PS23,"40.566328, -77.231097"
US-8487,heliport,Volo Ranch Heliport,585,NA,US,US-TX,Sumenep,,,XA00,XA00,"33.11614, -95.906205"
US-8488,heliport,Hunt Regional Medical Center Royse City Heliport,560,NA,US,US-TX,Bawean,,,XS89,XS89,"32.979303, -96.282033"
US-8489,heliport,Kailua-Kona Fire Station Heliport,184,OC,US,US-HI,Ayawasi,,,,,"19.64712, -155.99199"
US-8490,heliport,San Bernardino Ranch Border Patrol Heliport,3915,NA,US,US-AZ,Bintuni,,,,,"31.37184, -109.20987"
US-8491,heliport,Animas Border Patrol Heliport,5046,NA,US,US-NM,Ransiki-Papua Island,,,,,"31.619972, -108.887494"
US-8492,closed,Sabina Airport,1023,NA,US,US-OH,Kebar,,,,,"39.48875, -83.57728"
US-8493,small_airport,Bohlander Ranch Airport,4905,NA,US,US-WY,Fakfak,,,,,"43.38761, -105.61395"
US-8494,small_airport,Salt Creek Ranch Airport,5424,NA,US,US-WY,Inanwatan,,,,,"43.29684, -105.87058"
US-8495,small_airport,Fensland Ranch Airport,5095,NA,US,US-WY,Kaimana,,,,,"43.30752, -106.25276"
US-8496,small_airport,Ross Airport,5387,NA,US,US-WY,Merdei-Papua Island,,,,,"43.45591, -105.88368"
US-8497,closed,Ten Sleep Airport,4470,NA,US,US-WY,Waisai,,,,,"44.02332, -107.43954"
US-8498,heliport,Madison Memorial Hospital Heliport,4898,NA,US,US-ID,Babo,,,,,"43.826382, -111.771787"
US-8499,closed,Myton Airport,5187,NA,US,US-UT,Manokwari,,,,,"40.19704, -110.03541"
US-8500,heliport,Caribou Memorial Hospital Heliport,5771,NA,US,US-ID,Sorong,,,,,"42.65192, -111.61412"
US-8501,small_airport,Tract C-A-84 Mesa Airport,6573,NA,US,US-CO,Atinjoe,,,,,"39.947881, -108.437589"
US-8502,heliport,Enterprise Meeker Gas Heliport,6635,NA,US,US-CO,Kambuaya-Papua Island,,,,,"39.95204, -108.31873"
US-8503,small_airport,Sand Cove Ranch Airport,4478,NA,US,US-UT,Wasior,,,05UT,05UT,"37.288084, -113.696944"
US-8504,small_airport,Windy Hill Airport,1057,NA,US,US-TX,Atambua,,,14TA,14TA,"33.983632, -98.716006"
US-8505,heliport,Adin Helicopter Base,4238,NA,US,US-CA,"Soa, Ngada",,,1CA8,1CA8,"41.189407, -120.940974"
US-8506,heliport,Mercyhealth Crystal Lake Hospital Heliport,907,NA,US,US-IL,Waioti,,,28IL,28IL,"42.218169, -88.284736"
US-8507,heliport,Hana Heliport,1001,NA,US,US-KY,Ende,,,2KY8,2KY8,"38.080994, -84.369197"
US-8508,heliport,Signature Heliport,981,NA,US,US-KY,"Satar Tacik, Manggarai",,,3KY2,3KY2,"37.923112, -84.41294"
US-8509,heliport,Mill Springs Heliport,1001,NA,US,US-KY,Tiwatobi,,,4KY0,4KY0,"36.929675, -84.76405"
US-8510,heliport,Helimike Heliport,651,NA,US,US-KY,Kabola,,,4KY3,4KY3,"38.021247, -85.377828"
US-8511,heliport,Schaefer Heliport,826,NA,US,US-MI,"Labuan Bajo, Manggarai Barat",,,4MI9,4MI9,"43.054284, -85.4366"
US-8512,small_airport,Love Airport,118,NA,US,US-MS,Pur-Pura,,,,,"33.50352, -90.86168"
US-8513,heliport,Hutchinson Health Heliport,1075,NA,US,US-MN,Ba'a - Rote Island,,,71MN,71MN,"44.876155, -94.371438"
US-8514,heliport,SCS Heliport,768,NA,US,US-MI,Sabu-Sawu Island,,,7MI9,7MI9,"43.158165, -85.721273"
US-8515,small_airport,Green Berry Airport,1067,NA,US,US-MO,Kupang,,,95MO,95MO,"36.555645, -93.743955"
US-8516,small_airport,Moyer Airport,1047,NA,US,US-MN,Lewoleba,,,MY43,MY43,"45.278241, -95.877388"
US-8517,closed,Markle Airport,,NA,US,US-UT,Wamena,,,,,"38.30491, -109.28679"
US-8518,small_airport,Taylor Ranch Airport,4122,NA,US,US-OR,Bau Bau,,,,,"43.47266, -118.78133"
US-8519,small_airport,Sword Flight Park Ultralight,785,NA,US,US-OH,Wangi-wangi Island,,,OH74,OH74,"38.958561, -82.38739"
US-8520,closed,Mapleton Airport,,NA,US,US-NY,Benteng,,,,,"43.1282, -78.76683"
US-8521,closed,Ruble Airport,,NA,US,US-NY,Watampone,,,,,"43.21749, -78.78801"
US-8522,closed,[Duplicate] Ruble Airport,,NA,US,US-NY,Kolaka,,,,,"43.21749, -78.78801"
US-8523,heliport,Cherokee Nation Replacement Hospital Helipad,986,NA,US,US-OK,Raha,,,OL04,OL04,"35.911208, -94.945828"
US-8524,heliport,Cherokee Nation W. W. Hastings Hospital Heliport,917,NA,US,US-OK,Soroako,,,,,"35.91243, -94.950488"
US-8525,small_airport,Nester Funny Farm Airport,2721,NA,US,US-VA,Makale,,,VG31,VG31,"36.732138, -80.559669"
US-8526,closed,Alamito East Airport,4248,NA,US,US-TX,Kendari,,,,,"29.90813, -103.97762"
US-8527,closed,Perdiz Airport,4084,NA,US,US-TX,Mapenduma,,,,,"29.97926, -103.98362"
US-8528,closed,Corder Ranch Airport,5014,NA,US,US-TX,Bilai,,,,,"30.04511, -103.88284"
US-8529,small_airport,Shurley Ranch Airport,4839,NA,US,US-TX,Potowai Buru,,,,,"30.00818, -104.15091"
US-8530,closed,Coffee Cup Ranch Airport,3817,NA,US,US-TX,Paro,,,,,"29.81793, -103.88087"
US-8531,closed,M Ranch Airport,3836,NA,US,US-TX,Wangbe,,,,,"29.83119, -103.97286"
US-8532,closed,Fitch Ranch Airport,,NA,US,US-TX,Sawara Jaya,,,,,"26.54537, -97.84765"
US-8533,closed,[Duplicate] Fitch Ranch Airport,,NA,US,US-TX,Seria,,,,,"26.54537, -97.84765"
US-8534,small_airport,Ramirez Airstrip,118,NA,US,US-CA,Stebbins,,,,,"39.29332, -121.53176"
US-8535,closed,Hicks Flying Service Airport,180,NA,US,US-GA,Long Atip,,,,,"31.02689, -84.94704"
US-8536,small_airport,Lewis Ag Aviation Airport,161,NA,US,US-GA,Bintulu,,,,,"30.91069, -84.4515"
US-8537,small_airport,Billie Creek Airport,5184,NA,US,US-WY,Belaga,,,,,"43.73395, -105.57131"
US-8538,closed,Reno Junction Airport,5052,NA,US,US-WY,Long Semado,,,,,"43.76788, -105.47296"
US-8539,small_airport,Teapot Ranch Airport,5271,NA,US,US-WY,Long Geng,,,,,"43.2283, -106.29654"
US-8540,small_airport,Hanson Airport,5514,NA,US,US-WY,Long Datih,,,,,"43.8531, -106.84947"
US-8541,small_airport,Durham Ranch Airport,4795,NA,US,US-WY,Kuching,,,,,"43.853692, -105.466272"
US-8542,closed,Marquiss Ranch Airport,4621,NA,US,US-WY,Long Seridan,,,,,"44.05745, -105.494"
US-8543,small_airport,T7 Ranch Airport,4475,NA,US,US-WY,Limbang,,,,,"44.01875, -105.30729"
US-8544,closed,Pickrel Ranch Airport,4304,NA,US,US-WY,Mukah,,,,,"44.12458, -105.11814"
US-8545,closed,Dry Creek Airport,6486,NA,US,US-CO,Long Akah,,,,,"38.06993, -108.56468"
US-8546,closed,Round Mountain Airport,6566,NA,US,US-NV,Marudi,,,,,"38.71267, -117.05791"
US-8547,closed,Combs Ranch Airport,3529,NA,US,US-TX,Sematan,,,,,"30.00717, -103.33233"
US-8548,closed,Alamito Ranch Airport,4175,NA,US,US-TX,Lio Matu,,,,,"30.03391, -104.0025"
US-8549,closed,Don West Airport,669,NA,US,US-TX,Kapit,,,,,"30.17031, -97.80227"
US-8550,small_airport,Earl's Spray Services Airport,693,NA,US,US-MI,Bakalalan,,,,,"43.48434, -84.47432"
US-8551,small_airport,Ainsworth Airport,747,NA,US,US-IA,Miri,,,,,"41.295551, -91.575012"
US-8552,closed,Cason Airport,369,NA,US,US-GA,Sibu,,,,,"32.09075, -83.73286"
US-8553,small_airport,Houston Crop Service Airport,390,NA,US,US-GA,Long Sukang,,,,,"32.43446, -83.79073"
US-8554,closed,Neal Airport,398,NA,US,US-GA,Lawas,,,,,"32.43839, -83.80189"
US-8555,small_airport,Merrett Creek Airport,313,NA,US,US-GA,Bario,,,,,"31.62536, -84.64307"
US-8556,small_airport,Souther Crop Spraying Airport,220,NA,US,US-GA,Semporna,,,,,"31.43009, -82.87625"
US-8557,small_airport,Christensen North Ranch Airport,3843,NA,US,US-WY,Kota Belud,,,,,"43.87843, -105.92829"
US-8558,small_airport,Horse Creek Airport,4216,NA,US,US-WY,Lahad Datu,,,,,"44.60546, -105.6747"
US-8559,small_airport,Roush Ranch Airport,5220,NA,US,US-WY,Telupid,,,,,"43.69044, -105.75817"
US-8560,small_airport,Shatzer Ranch Airport,3743,NA,US,US-WY,Keningau,,,,,"44.64277, -105.31707"
US-8561,small_airport,Garland Ranch Airport,4448,NA,US,US-WY,Sahabat,,,,,"44.38413, -106.62172"
US-8562,small_airport,Hanson Ranch Airport,4859,NA,US,US-WY,Kota Kinabalu,,,,,"44.20365, -106.63902"
US-8563,small_airport,Billy Creek Airport,5047,NA,US,US-WY,Labuan,,,,,"44.12016, -106.73363"
US-8564,small_airport,Knudson Ranch Airport,3789,NA,US,US-WY,Tomanggong,,,,,"44.4924, -106.17572"
US-8565,small_airport,Odegard Ranch Airport,4035,NA,US,US-WY,Long Miau,,,,,"44.76912, -105.8784"
US-8566,small_airport,George Wilson Ranch Airport,2612,NA,US,US-OR,Sepulot,,,,,"45.20191, -120.59409"
US-8567,closed,Liberty Airport,2434,NA,US,US-OR,Pamol,,,,,"45.22359, -120.77216"
US-8568,small_airport,Monogram Mesa Airport,7045,NA,US,US-CO,Ranau,,,,,"38.199764, -108.745669"
US-8569,closed,Orchard Mesa Airport,5000,NA,US,US-CO,Sandakan,,,,,"39.01512, -108.45983"
US-8570,small_airport,Flight Trak Airport,5128,NA,US,US-CO,Kudat,,,,,"39.0892, -108.35294"
US-8571,small_airport,Ward Creek Airport,7385,NA,US,US-CO,Kuala Penyu,,,,,"38.96742, -107.96815"
US-8572,closed,Alamito Ranch North Airport,4226,NA,US,US-TX,Tawau,,,,,"30.04521, -104.01885"
US-8573,closed,Alamo de Cesario Airport,4201,NA,US,US-TX,Mulu,,,,,"29.58178, -103.83359"
US-8574,closed,Bennett Ranch Airport,4340,NA,US,US-TX,Bandar Seri Begawan,,,,,"29.61362, -103.82955"
US-8575,closed,Green Valley Ranch Airport,3663,NA,US,US-TX,Belawai,,,,,"29.78459, -103.73382"
US-8576,closed,Dourif Airport,2321,NA,US,US-WV,Ain District,,,,,"38.16809, -79.97187"
US-8577,heliport,Fort Defiance Indian Hospital Heliport,6846,NA,US,US-AZ,Wedau,,,,,"35.75885, -109.04997"
US-8578,closed,Lightning Creek Airport,4274,NA,US,US-WY,Welshpool,,,,,"43.17217, -104.81318"
US-8579,closed,Riverview Airport,3754,NA,US,US-WY,Eland,,,,,"43.42031, -104.19671"
US-8580,closed,Hon Creek Airport,3678,NA,US,US-WY,Kenosha,,,,,"43.42489, -104.18056"
US-8581,small_airport,Sevenmile Airport,3829,NA,US,US-WY,Union Grove,,,,,"43.40499, -104.43041"
US-8582,closed,Lee's Ranch Airport,4229,NA,US,US-CO,Elk Mound,,,,,"40.58913, -103.09186"
US-8583,closed,Brown Airport,1971,NA,US,US-SD,Two Rivers,,,,,"43.375499, -99.87535"
US-8584,closed,West Field,,NA,US,US-CA,Waupun,,,,,"36.26571, -120.20346"
US-8585,small_airport,Jones Aviation Airport,96,NA,US,US-CA,Mequon,,,,,"39.14886, -122.17076"
US-8586,small_airport,Wheeler Ridge Aviation Airport,133,NA,US,US-CA,Dousman,,,,,"35.0828, -118.99797"
US-8587,heliport,Coalinga Regional Medical Center Heliport,663,NA,US,US-CA,Brule,,,,,"36.15281, -120.33981"
US-8588,small_airport,Dewey Drome,1063,NA,US,US-OH,Orfordville,,,,,"39.68214, -83.74645"
US-8589,small_airport,Kilbarger Airport,1064,NA,US,US-OH,Birchwood,,,,,"39.67902, -83.74279"
US-8590,small_airport,Demaree Airport,937,NA,US,US-IN,Wisconsin Rapids,,,,,"39.968666, -86.606295"
US-8591,small_airport,Ernie's Field Airport,600,NA,US,US-MI,Baldwin,,,1MI4,1MI4,"43.418967, -84.195611"
US-8592,small_airport,Chatham Airport,860,NA,US,US-MI,Bloomer,,,,,"46.36163, -86.90589"
US-8593,closed,Movie Manor Airport,7746,NA,US,US-CO,Mineral Point,,,,,"37.58252, -106.20072"
US-8594,small_airport,Williams Airport,919,NA,US,US-TX,Bloomer,,,,,"32.52073, -97.50874"
US-8595,small_airport,Quaking Aspen Butte Airstrip,5209,NA,US,US-ID,Montello,,,,,"43.42673, -113.16871"
US-8596,small_airport,Stetler Airport,6550,NA,US,US-CO,Bandung,,,,,"37.54219, -104.73432"
US-8597,small_airport,Boyle Flying Service Airport,133,NA,US,US-MS,Rumpin,,,,,"33.70787, -90.74559"
US-8598,small_airport,Stanford Air Services Airport,132,NA,US,US-MS,Gunung Kidul,,,,,"33.71616, -90.81556"
US-8599,heliport,Jennie M Melham Memorial Medical Center,2501,NA,US,US-NE,Platteville,,,,,"41.40953, -99.6312"
US-8600,heliport,Avera Creighton Hospital Heliport,1662,NA,US,US-NE,Cadott,,,,,"42.46537, -97.91819"
US-8601,heliport,Avera Wagner Community Memorial Hospital Heliport,1453,NA,US,US-SD,Hortonville,,,,,"43.07787, -98.30202"
US-8602,small_airport,McClung Aerial Spraying Airport,3385,NA,US,US-NE,Cornucopia,,,,,"41.03675, -102.08371"
US-8603,heliport,Chase County Community Hospital Heliport,3292,NA,US,US-NE,Mt Horeb,,,,,"40.52467, -101.64999"
US-8604,heliport,Cozad Community Hospital Heliport,2480,NA,US,US-NE,Durand,,,,,"40.86395, -99.9829"
US-8605,closed,Batesville Intermediate Landing Field,,NA,US,US-MS,Williams Bay,,,,,"34.30121, -90.00761"
US-8606,closed,Noles Airport,210,NA,US,US-MS,Menomonie,,,,,"34.29379, -89.9961"
US-8607,closed,Corinth Intermediate Landing Field,,NA,US,US-MS,Oshkosh,,,,,"34.90852, -88.59751"
US-8608,closed,Victoria-Pratt Airport / Walker Army Airfield,,NA,US,US-KS,Baldwin,,,,,"38.89309, -99.09793"
US-8609,small_airport,Dawson Airstrip,586,NA,US,US-TX,Baraboo,,,,,"29.63006, -98.00532"
US-8610,heliport,Webster County Community Hospital Heliport,1742,NA,US,US-KS,Lake Nebagamon,,,,,"40.09145, -98.52861"
US-8611,heliport,Stephens Memorial Hospital Heliport,1230,NA,US,US-TX,Chippewa Falls,,,,,"32.75455, -98.88665"
US-8612,heliport,Throckmorton County Memorial Hospital Heliport,1352,NA,US,US-TX,Minong,,,,,"33.19032, -99.17691"
US-8613,closed,Webster Airport,1957,NA,US,US-KS,Barron,,,,,"39.39022, -99.42156"
US-8614,small_airport,Lightner Ranch Airport,1607,NA,US,US-NE,New Richmond,,,95NE,95NE,"42.66876, -98.22308"
US-8615,closed,Goose Bay Airport,3865,NA,US,US-MT,Lake Tomahawk,,,,,"46.54271, -111.56371"
US-8616,heliport,Camp Pohakuloa Southeast Heliport,6191,OC,US,US-HI,Ojibwa,,,,,"19.73063, -155.55325"
